0,152
1000,404
3000,912
4000,1164
5000,1420
6000,1672
7000,1924
8000,2172
9000,2424
10000,2676
11000,2936
12000,3188
13000,3440
14000,3692
15000,3940
16000,4196
17000,4448
18000,4696
19000,4948
20000,5200
21000,5456
22000,5712
23000,5964
24000,6216
25000,6464
26000,6724
27000,6972
28000,7224
29000,7476
30000,7728
31000,7984
32000,8236
33000,8488
34000,8740
35000,8992
36000,9248
37000,9496
38000,9748
39000,10000
40000,10256
41000,10508
42000,10760
43000,11012
44000,11264
45000,11516
46000,11768
47000,12020
48000,12272
49000,12524
50000,12776
51000,13032
52000,13280
53000,13536
54000,13788
55000,14040
56000,14292
57000,14544
58000,14792
59000,15044
60000,15300
61000,15552
62000,15804
63000,16056
64000,16312
65000,16564
66000,16816
67000,17068
68000,17320
69000,17576
70000,17824
71000,18080
72000,18332
73000,18580
74000,18836
75000,19088
76000,19340
77000,19592
78000,19844
79000,20100
80000,20348
81000,20604
82000,20856
83000,21104
84000,21356
85000,21612
86000,21864
87000,22116
88000,22368
89000,22620
90000,22872
91000,23124
92000,23376
93000,23628
94000,23880
95000,24132
96000,24388
97000,24640
98000,24892
99000,25144
100000,25396
101000,25648
102000,25900
103000,26152
104000,26404
105000,26660
106000,26908
107000,27164
108000,27420
109000,27668
110000,27920
111000,28172
112000,28428
113000,28676
114000,28928
115000,29176
116000,29432
117000,29688
118000,29940
119000,30192
120000,30444
121000,30696
122000,30948
123000,31200
124000,31448
125000,31700
126000,31956
127000,32212
128000,32464
129000,32716
130000,32964
131000,33216
132000,33472
133000,33720
134000,33972
135000,34224
136000,34472
137000,34736
138000,34984
139000,35236
140000,35488
141000,35736
142000,35992
143000,36244
144000,36492
145000,36744
146000,36996
147000,37256
148000,37508
149000,37760
150000,38008
151000,38260
152000,38516
153000,38764
154000,39016
155000,39268
156000,39524
157000,39776
158000,40032
159000,40280
160000,40532
161000,40784
162000,41036
163000,41288
164000,41540
165000,41792
166000,42044
167000,42300
168000,42556
169000,42808
170000,43056
171000,43308
172000,43560
173000,43812
174000,44064
175000,44316
176000,44568
177000,44824
178000,45076
179000,45328
180000,45580
181000,45832
182000,46088
183000,46336
184000,46588
185000,46844
186000,47096
187000,47348
188000,47604
189000,47856
190000,48108
191000,48360
192000,48608
193000,48864
194000,49112
195000,49368
196000,49620
197000,49872
198000,50128
199000,50380
200000,50628
201000,50880
202000,51132
203000,51384
204000,51640
205000,51892
206000,52144
207000,52392
208000,52652
209000,52904
210000,53156
211000,53404
212000,53656
213000,53912
214000,54164
215000,54416
216000,54668
217000,54916
218000,55172
219000,55428
220000,55680
221000,55932
222000,56184
223000,56436
224000,56692
225000,56944
226000,57192
227000,57444
228000,57700
229000,57952
230000,58204
231000,58456
232000,58708
233000,58964
234000,59216
235000,59468
236000,59720
237000,59968
238000,60224
239000,60476
240000,60732
241000,60980
242000,61232
243000,61492
244000,61744
245000,61996
246000,62244
247000,62496
248000,62752
249000,63000
250000,63256
251000,63508
252000,63760
253000,64016
254000,64268
255000,64516
256000,64768
257000,65020
258000,65272
259000,65524
260000,65776
261000,66028
262000,66284
263000,66540
264000,66792
265000,67044
266000,67292
267000,67544
268000,67796
269000,68048
270000,68300
271000,68556
272000,68808
273000,69064
274000,69316
275000,69568
276000,69816
277000,70068
278000,70324
279000,70572
280000,70824
281000,71080
282000,71332
283000,71584
284000,71844
285000,72092
286000,72344
287000,72596
288000,72848
289000,73100
290000,73352
291000,73604
292000,73864
293000,74116
294000,74368
295000,74620
296000,74872
297000,75120
298000,75372
299000,75628
300000,75880
301000,76128
302000,76388
303000,76640
304000,76892
305000,77144
306000,77392
307000,77644
308000,77896
309000,78148
310000,78400
311000,78656
312000,78908
313000,79160
314000,79416
315000,79668
316000,79916
317000,80168
318000,80420
319000,80672
320000,80924
321000,81180
322000,81432
323000,81684
324000,81940
325000,82192
326000,82444
327000,82696
328000,82944
329000,83200
330000,83452
331000,83704
332000,83956
333000,84208
334000,84300
335000,84552
336000,84812
337000,85064
338000,85312
339000,85568
340000,85824
341000,86076
342000,86328
343000,86576
344000,86832
345000,87084
346000,87336
347000,87588
348000,87840
349000,88096
350000,88352
351000,88600
352000,88852
353000,89104
354000,89360
355000,89612
356000,89864
357000,90116
358000,90368
359000,90624
360000,90876
361000,91128
362000,91380
363000,91628
364000,91884
365000,92136
366000,92388
367000,92640
368000,92892
369000,93144
370000,93400
371000,93652
372000,93904
373000,94152
374000,94404
375000,94656
376000,94908
377000,95164
378000,95412
379000,95668
380000,95924
381000,96176
382000,96428
383000,96680
384000,96928
385000,97184
386000,97436
387000,97688
388000,97940
389000,98192
390000,98448
391000,98700
392000,98952
